rank,course_name,location,edition,source_url
61,Winged Foot – East,"Mamaroneck, NY",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
62,Monterey Peninsula CC – Shore,"Pebble Beach, CA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
63,Old Sandwich,"Plymouth, MA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
64,Garden City,"Garden City, NY",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
65,Bandon Trails,"Bandon, OR",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
66,Oak Tree National,"Edmond, OK",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
67,Spyglass Hill,"Pebble Beach, CA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
68,Cherry Hills,"Englewood, CO",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
69,Calusa Pines,"Naples, FL",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
70,The Estancia Club,"Scottsdale, AZ",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
71,The California Golf Club,"South San Francisco, CA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
72,Old Macdonald,"Bandon, OR",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
73,Congressional – Blue,"Bethesda, MD",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
74,Kinloch – USA,"Manakin Sabot, VA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
75,Butler National,"Oak Brook, IL",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
76,The Valley Club,"Aurora, CO",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
77,Diamond Creek,"Banner Elk, NC",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
78,Essex County Club,"Manchester, MA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
79,Monterey Peninsula CC – Dunes,"Pebble Beach, CA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
80,Baltusrol – Upper,"Springfield, NJ",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
81,Quaker Ridge,"Scarsdale, NY",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
82,Plainfield,"Edison, NJ",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
83,Dallas National,"Dallas, TX",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
84,Interlachen,"Edina, MN",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
85,Canyata Golf Club,"Marshall, IL",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
86,Milwaukee CC,"River Hills, WI",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
87,Valhalla,"Louisville, KY",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
88,Hudson National,"Croton On Hudson, NY",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
89,Kittansett Club,"Marion, MA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
90,Boston GC,"Hingham, MA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
91,Quarry at La Quinta,"La Quinta, CA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
92,Arcadia Bluffs,"Arcadia, MI",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
93,Medinah – No 3,"Medinah, IL",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
94,Pete Dye GC,"Bridgeport, WV",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
95,Aronimink,"Newtown Square, PA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
96,Pasatiempo,"Santa Cruz, CA",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
97,Piping Rock,"Locust Valley, NY",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
98,Shooting Star,"Teton Village, WY",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
99,Olympia Fields – North,"Olympia Fields, IL",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
100,Spring Hill Golf Club,"Orono, MN",2023-24,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2023
1,Pine Valley Golf Club,"Pine Valley, NJ",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
2,Augusta National Golf Club,"Augusta, GA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
3,Cypress Point Club,"Pebble Beach, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
4,Shinnecock Hills Golf Club,"Southampton, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
5,Oakmont Country Club,"Oakmont, PA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
6,Merion Golf Club: East,"Ardmore, PA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
7,National Golf Links of America,"Southampton, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
8,Sand Hills Golf Club,"Mullen, NE",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
9,Pebble Beach Golf Links,"Pebble Beach, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
10,Fishers Island Club,"Fishers Island, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
11,Chicago Golf Club,"Wheaton, IL",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
12,Seminole Golf Club,"Juno Beach, FL",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
13,Winged Foot Golf Club: West,"Mamaroneck, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
14,Friar's Head Golf Club,"Riverhead, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
15,Crystal Downs Country Club,"Frankfort, MI",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
16,Los Angeles Country Club: North,"Los Angeles, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
17,The Country Club: The Main Course,"Brookline, MA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
18,Riviera Country Club,"Pacific Palisades, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
19,Muirfield Village Golf Club,"Dublin, OH",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
20,Oakland Hills Country Club: South Course,"Bloomfield Hills, MI",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
21,Oak Hill Country Club: East,"Rochester, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
22,Peachtree Golf Club,"Atlanta, GA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
23,Pacific Dunes,"Bandon, OR",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
24,Shadow Creek,"North Las Vegas, NV",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
25,Prairie Dunes Country Club,"Hutchinson, KS",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
26,Whistling Straits: Straits Course,"Sheboygan, WI",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
27,Wade Hampton Golf Club,"Cashiers, NC",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
28,Southern Hills Country Club,"Tulsa, OK",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
29,The Honors Course,"Ooltewah, TN",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
30,Kiawah Island Golf Resort: The Ocean Course,"Kiawah Island, SC",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
31,Pikewood National Golf Club,"Morgantown, WV",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
32,Pinehurst No. 2,"Pinehurst, NC",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
33,San Francisco Golf Club,"San Francisco, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
34,Ballyneal Golf Club,"Holyoke, CO",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
35,The Olympic Club: Lake,"San Francisco, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
36,Ohoopee Match Club,"Cobbtown, GA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
37,The Alotian Club,"Roland, AR",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
38,Bethpage State Park: Black,"Farmingdale, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
39,Old Town Club,"Winston Salem, NC",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
40,Congaree Golf Club,"Ridgeland, SC",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
41,TPC Sawgrass: Stadium,"Ponte Vedra Beach, FL",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
42,Baltusrol Golf Club: Lower,"Springfield, NJ",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
43,Gozzer Ranch Golf and Lake Club,"Harrison, ID",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
44,Bandon Dunes,"Bandon, OR",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
45,Winged Foot Golf Club: East,"Mamaroneck, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
46,The Golf Club,"New Albany, OH",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
47,Shoreacres,"Lake Bluff, IL",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
48,Camargo Club,"Cincinnati, OH",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
49,Erin Hills Golf Course,"Hartford, WI",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
50,Castle Pines Golf Club,"Castle Rock, CO",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
51,Sebonack Golf Club,"Southampton, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
52,Sleepy Hollow Country Club,"Scarborough, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
53,Maidstone Club,"East Hampton, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
54,Myopia Hunt Club,"South Hamilton, MA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
55,Monterey Peninsula Country Club: Shore,"Pebble Beach, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
56,Somerset Hills Country Club,"Bernardsville, NJ",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
57,California Golf Club,"South San Francisco, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
58,Garden City Golf Club,"Garden City, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
59,Nanea Golf Club,"Kailua Kona, HI",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
60,Victoria National Golf Club,"Newburgh, IN",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
61,Bandon Trails,"Bandon, OR",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
62,Inverness Club,"Toledo, OH",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
63,Cherry Hills Country Club,"Englewood, CO",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
64,Interlachen Country Club,"Edina, MN",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
65,Rock Creek Cattle Company,"Deer Lodge, MT",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
66,Whispering Pines Golf Club,"Trinity, TX",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
67,Congressional Country Club: Blue,"Bethesda, MD",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
68,Calusa Pines Golf Club,"Naples, FL",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
69,Sand Valley: The Lido,"Nekoosa, WI",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
70,The Estancia Club,"Scottsdale, AZ",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
71,The Valley Club of Montecito,"Santa Barbara, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
72,CapRock Ranch,"Valentine, NE",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
73,Old Sandwich Golf Club,"Plymouth, MA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
74,Medinah Country Club: No. 3,"Medinah, IL",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
75,Quaker Ridge Golf Club,"Scarsdale, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
76,Spyglass Hill Golf Course,"Pebble Beach, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
77,Monterey Peninsula Country Club: Dunes,"Pebble Beach, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
78,Essex County Club,"Manchester, MA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
79,Kinloch Golf Club,"Manakin Sabot, VA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
80,Oak Tree National,"Edmond, OK",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
81,Old Macdonald,"Bandon, OR",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
82,Scioto Country Club,"Columbus, OH",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
83,Ladera Golf Club,"Thermal, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
84,Baltusrol Golf Club: Upper,"Springfield, NJ",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
85,The Quarry at La Quinta,"La Quinta, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
86,Canyata Golf Club,"Marshall, IL",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
87,Butler National Golf Club,"Oak Brook, IL",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
88,Hudson National Golf Club,"Croton On Hudson, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
89,The Kittansett Club,"Marion, MA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
90,Plainfield Country Club,"Edison, NJ",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
91,Boston Golf Club,"Hingham, MA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
92,Pete Dye Golf Club,"Bridgeport, WV",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
93,Pasatiempo Golf Club,"Santa Cruz, CA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
94,Valhalla Golf Club,"Louisville, KY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
95,Diamond Creek,"Banner Elk, NC",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
96,Dallas National Golf Club,"Dallas, TX",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
97,Milwaukee Country Club,"River Hills, WI",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
98,Piping Rock Club,"Locust Valley, NY",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
99,Crooked Stick Golf Club,"Carmel, IN",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
100,Aronimink Golf Club,"Newtown Square, PA",2025-26,https://www.golfdigest.com/story/americas-100-greatest-golf-courses-ranking
