rank,course_name,location,edition,source_url
1,Pine Valley,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
2,Cypress Point,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
3,Shinnecock Hills,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
4,National Golf Links of America,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
5,Oakmont,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
6,Augusta National,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
7,Sand Hills,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
8,Merion (East),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
9,Fishers Island,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
10,Pebble Beach,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
11,Pinehurst (No. 2),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
12,Los Angeles (North),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
13,Friar’s Head,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
14,Chicago GC,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
15,Winged Foot (West),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
16,Crystal Downs,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
17,Riviera,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
18,Prairie Dunes,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
19,Pacific Dunes,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
20,Seminole,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
21,San Francisco,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
22,The Country Club (Clyde/Squirrel),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
23,Somerset Hills,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
24,Shoreacres,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
25,Garden City,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
26,Camargo,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
27,California Golf Club of San Francisco,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
28,Southern Hills,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
29,Maidstone,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
30,Bethpage (Black),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
31,Kiawah Island (Ocean),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
32,Ohoopee Match Club,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
33,Inverness,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
34,Ballyneal,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
35,Oakland Hills (South),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
36,Sleepy Hollow,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
37,Peachtree,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
38,Bandon Trails,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
39,Quaker Ridge,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
40,Oak Hill (East),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
41,Old Town,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
42,The Golf Club,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
43,Myopia Hunt Club,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
44,Bandon Dunes,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
45,TPC Sawgrass (Stadium),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
46,Winged Foot (East),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
47,Yeamans Hall,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
48,Rock Creek Cattle Company,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
49,Whistling Straits (Straits),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
50,Wade Hampton,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
51,Muirfield Village,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
52,Old Sandwich,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
53,Eastward Ho!,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
54,Olympic (Lake),,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
55,Valley Club of Montecito,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
56,Piping Rock,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
57,Plainfield,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
58,Kittansett,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
59,Pasatiempo,,2020-21,https://golf.com/travel/courses/golf-top-100-golf-courses-us-2020-2021/
