rank,course_name,location,edition,source_url
22,The Country Club (Clyde/Squirrel),"Brookline, MA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
23,San Francisco,"San Francisco, CA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
24,Southern Hills,"Tulsa, OK",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
25,Shoreacres,"Lake Bluff, IL",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
26,Somerset Hills,"Bernardsville, NJ",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
27,California Golf Club of San Francisco,"South San Francisco, CA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
28,Garden City,"Garden City, NY",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
29,Maidstone,"East Hampton, NY",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
30,Bethpage (Black),"Farmingdale, NY",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
31,Ballyneal,"Holyoke, CO",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
32,Kiawah Island (Ocean),"Kiawah Island, SC",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
33,Inverness,"Toledo, OH",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
34,Camargo,"Cincinnati, OH",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
35,Sleepy Hollow,"Scarborough, NY",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
36,Peachtree,"Atlanta, GA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
37,Oak Hill (East),"Rochester, NY",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
38,Old Town,"Winston Salem, NC",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
39,Ohoopee Match Club,"Cobbtown, GA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
40,Bandon Trails,"Bandon, OR",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
41,Baltusrol (Lower),"Springfield, NJ",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
42,Myopia Hunt Club,"South Hamilton, MA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
43,Winged Foot (East),"Mamaroneck, NY",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
44,Yeamans Hall,"Hanahan, SC",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
45,Rock Creek Cattle Company,"Deer Lodge, MT",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
46,Bandon Dunes,"Bandon, OR",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
47,Quaker Ridge,"Scarsdale, NY",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
48,Muirfield Village,"Dublin, OH",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
49,Valley Club of Montecito,"Santa Barbara, CA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
50,TPC Sawgrass (Stadium),"Ponte Vedra Beach, FL",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
51,The Golf Club,"New Albany, OH",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
52,Honors Course,"Ooltewah, TN",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
53,Old Sandwich,"Plymouth, MA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
54,Whistling Straits (Straits),"Sheboygan, WI",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
55,Congressional (Blue),"Bethesda, MD",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
56,Wade Hampton,"Cashiers, NC",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
57,Eastward Ho!,"Chatham, MA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
58,Pasatiempo,"Santa Cruz, CA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
59,CapRock Ranch,"Valentine, NE",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
60,Olympic (Lake),"San Francisco, CA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
61,The Creek,"Spartanburg, SC",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
62,Essex County,"Manchester, MA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
63,Harbour Town,"Hilton Head Island, SC",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
64,Pikewood National,"Morgantown, WV",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
65,Kittansett,"Marion, MA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
66,Monterey Peninsula (Shore),"Pebble Beach, CA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
67,Bel-Air,"Los Angeles, CA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
68,Piping Rock,"Locust Valley, NY",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
69,Plainfield,"Edison, NJ",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
70,Gozzer Ranch,"Harrison, ID",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
71,White Bear Yacht,"Dellwood, MN",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
72,Moraine,"Dayton, OH",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
73,Scioto,"Columbus, OH",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
74,Ridgewood (E/W),"Paramus, NJ",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
75,Milwaukee,"River Hills, WI",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
76,Shadow Creek,"North Las Vegas, NV",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
77,Old Macdonald,"Bandon, OR",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
78,Monterey Peninsula (Dunes),"Pebble Beach, CA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
79,Lawsonia (Links),"Town of Brooklyn, WI",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
80,St. Louis,"Saint Louis, MO",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
81,Aronimink,"Newtown Square, PA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
82,Gamble Sands,"Brewster, WA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
83,Glens Falls,"Queensbury, NY",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
84,Newport,"Newport, RI",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
85,Congaree,"Ridgeland, SC",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
86,Streamsong (Red),"Bowling Green, FL",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
87,Baltimore (Five Farms East),"Lutherville, MD",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
88,Cherry Hills,"Englewood, CO",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
89,Hollywood,"Deal, NJ",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
90,Kingsley,"Paradise Township, MI",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
91,Nanea,"Kailua Kona, HI",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
92,Streamsong (Blue),"Bowling Green, FL",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
93,Calusa Pines,"Naples, FL",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
94,Prairie Club (Dunes),"Valentine, NE",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
95,Davenport,"Pleasant Valley, IA",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
96,Brookside,"Canton, OH",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
97,Sheep Ranch,"Coos County, OR",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
98,Sand Valley (Sand Valley),"Nekoosa, WI",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
99,Palmetto,"Aiken, SC",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
100,Pinehurst (No. 4),"Pinehurst, NC",2022-23,https://golf.com/travel/courses/top-100-golf-courses-in-the-us-2022-23-ranking/
