rank,course_name,location,edition,source_url
1,Pine Valley,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
2,Augusta National,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
3,Cypress Point,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
4,Shinnecock Hills,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
5,Oakmont,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
6,Merion Golf Club,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
7,Pebble Beach,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
8,National Golf Links of America,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
9,Sand Hills,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
10,Winged Foot – West,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
11,Fishers Island,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
12,Crystal Downs,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
13,Seminole,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
14,Chicago GC,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
15,Muirfield Village,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
16,Country Club – Brookline,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
17,Oakland Hills – South,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
18,Pacific Dunes,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
19,Friar's Head,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
20,Oak Hill – East,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
21,Kiawah Island – Ocean,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
22,Whistling Straits – Straits,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
23,LA Country Club – North,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
24,Riviera CC,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
25,Wade Hampton,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
26,Shadow Creek,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
27,The Alotian,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
28,Gozzer Ranch,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
29,Prairie Dunes,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
30,Pinehurst – No 2,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
31,The Olympic Club,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
32,The Honors,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
33,Peachtree,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
34,The Golf Club,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
35,Southern Hills,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
36,Bandon Dunes,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
37,San Francisco GC,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
38,Bethpage Black,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
39,Baltusrol – Lower,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
40,Pikewood National,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
41,Sebonack,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
42,Castle Pines,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
43,Victoria National,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
44,Erin Hills,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
45,Butler National,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
46,Garden City,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
47,Old Macdonald,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
48,Medinah – No 3,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
49,Spyglass Hill,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
50,Ballyneal,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
51,TPC Sawgrass – Stadium,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
52,The Camargo Club,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
53,Kinloch – USA,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
54,Interlachen,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
55,Whispering Pines,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
56,Old Sandwich,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
57,Scioto,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
58,Oak Tree National,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
59,Dallas National,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
60,Pete Dye GC,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
61,Baltusrol – Upper,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
62,Winged Foot – East,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
63,Canyata Golf Club,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
64,Somerset Hills,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
65,Monterey Peninsula CC – Shore,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
66,Shoreacres,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
67,Kittansett Club,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
68,Arcadia Bluffs,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
69,Spring Hill Golf Club,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
70,Bandon Trails,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
71,Milwaukee CC,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
72,Maidstone,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
73,Cherry Hills,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
74,The Estancia Club,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
75,Congressional – Blue,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
76,Quaker Ridge,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
77,Plainfield,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
78,Aronimink,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
79,Olympia Fields – North,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
80,The Valley Club,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
81,Valhalla,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
82,Boston GC,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
83,Quarry at La Quinta,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
84,Club at Black Rock,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
85,Hudson National,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
86,Double Eagle,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
87,Yeamans Hall,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
88,Rich Harvest Links,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
89,Inverness,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
90,Diamond Creek,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
91,Essex County Club,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
92,Blackwolf Run – River,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
93,The Preserve,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
94,Crooked Stick,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
95,Laurel Valley,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
96,Calusa Pines,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
97,Flint Hills National,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
98,Sahalee – South/North,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
99,Mayacama Golf Club,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
100,Eagle Point,,2017-18,https://www.planetgolf.com/rankings/usa/golf-digest-usa-top-100/2017
